Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,Income
Bachelors,2016,Bangalore,3,40,Male,No,0,1,419547
Bachelors,2012,Bangalore,3,37,Male,No,3,0,436945
Masters,2015,Pune,1,38,Female,No,0,0,1374322
Bachelors,2017,New Delhi,3,40,Male,No,1,0,401557
Bachelors,2013,Bangalore,3,34,Female,No,2,0,651287
Bachelors,2013,Bangalore,3,31,Male,Yes,4,0,620892
Bachelors,2014,New Delhi,3,40,Female,No,3,1,532370
Bachelors,2013,Bangalore,3,37,Male,No,2,0,416150
Bachelors,2012,New Delhi,3,33,Male,No,3,0,683739
Bachelors,2015,Bangalore,3,36,Male,Yes,4,0,585473
Bachelors,2014,Bangalore,3,35,Female,No,4,0,543273
Bachelors,2014,Bangalore,3,34,Male,No,5,0,608908
Bachelors,2013,Bangalore,3,35,Male,No,0,1,435759
Masters,2014,New Delhi,3,39,Male,No,2,0,557731
Bachelors,2015,Pune,3,35,Female,No,1,1,549100
Masters,2014,New Delhi,3,34,Male,No,5,0,456084
Bachelors,2017,Pune,2,32,Female,No,2,1,1028399
Bachelors,2015,New Delhi,3,32,Female,No,2,0,547199
Bachelors,2014,Bangalore,3,33,Male,No,5,1,412350
Masters,2017,New Delhi,2,34,Male,No,2,1,864931
Masters,2016,Bangalore,3,35,Female,No,1,1,423801
Masters,2017,New Delhi,3,35,Male,Yes,2,0,583554
Bachelors,2014,Pune,2,38,Female,No,3,1,988537
Bachelors,2016,Bangalore,3,37,Male,No,0,0,532973
Bachelors,2013,Bangalore,3,38,Female,No,4,0,508113
Bachelors,2015,Bangalore,3,41,Male,No,0,0,454815
Masters,2017,Bangalore,3,40,Male,No,4,1,561845
Bachelors,2017,Bangalore,3,39,Female,No,3,0,538174
Bachelors,2017,Pune,2,32,Male,No,2,0,837696
Bachelors,2018,New Delhi,3,40,Male,Yes,4,1,638471
Bachelors,2016,Bangalore,3,40,Male,No,0,0,458907
Bachelors,2016,Bangalore,3,41,Female,No,1,1,605943
Bachelors,2015,Bangalore,3,38,Male,Yes,4,0,419670
Masters,2017,Pune,1,38,Male,No,0,1,1287872
Bachelors,2018,Bangalore,3,41,Female,No,2,1,419630
Bachelors,2015,New Delhi,2,33,Female,No,4,1,951854
Bachelors,2012,Bangalore,3,41,Male,Yes,0,0,554853
Bachelors,2017,New Delhi,2,35,Female,No,5,0,817353
Bachelors,2013,Bangalore,3,36,Male,No,5,0,489064
Bachelors,2013,Pune,3,37,Male,No,1,0,627728
Bachelors,2013,New Delhi,1,37,Female,No,1,0,1285096
Bachelors,2014,Bangalore,3,39,Male,No,5,0,590964
Bachelors,2017,Bangalore,3,38,Female,No,2,0,471583
Bachelors,2013,Pune,2,34,Female,No,1,1,896317
Bachelors,2017,Pune,2,33,Female,No,4,1,940196
Bachelors,2013,Bangalore,3,32,Female,No,1,0,691891
Masters,2014,Bangalore,3,38,Female,No,4,1,654627
Bachelors,2017,Bangalore,3,32,Male,No,5,0,603153
Masters,2016,New Delhi,3,41,Male,No,5,1,408980
Masters,2014,Pune,3,36,Female,No,2,0,640198
Bachelors,2017,New Delhi,3,34,Female,No,2,1,402896
Bachelors,2017,Bangalore,3,34,Male,Yes,0,0,697237
Bachelors,2016,Bangalore,3,35,Male,No,4,0,412477
Masters,2015,New Delhi,3,38,Male,No,1,0,498529
Bachelors,2016,Bangalore,3,32,Male,Yes,5,0,427275
Bachelors,2015,Pune,3,37,Female,No,2,1,667929
Bachelors,2017,Bangalore,2,32,Female,No,2,1,928418
Masters,2017,New Delhi,2,36,Male,No,3,0,972340
Bachelors,2012,Bangalore,3,41,Male,No,3,0,492525
Bachelors,2017,Pune,3,37,Female,No,5,0,538957
Bachelors,2018,Bangalore,3,34,Female,No,3,1,508999
Bachelors,2016,Pune,3,31,Male,No,0,1,513982
Bachelors,2017,Bangalore,3,41,Male,No,1,0,561456
Bachelors,2015,New Delhi,3,35,Female,No,3,0,536144
Bachelors,2015,Bangalore,3,37,Female,No,5,0,466466
Bachelors,2016,Bangalore,3,34,Male,No,4,0,424872
Masters,2017,Bangalore,2,40,Female,Yes,2,0,907148
Bachelors,2015,Bangalore,3,39,Male,No,5,1,601500
Bachelors,2013,Pune,3,37,Male,No,2,0,590214
Bachelors,2015,Pune,2,36,Female,Yes,1,1,1067023
Bachelors,2014,Bangalore,3,35,Female,No,2,0,443102
Masters,2013,Bangalore,3,37,Female,No,3,1,616842
Bachelors,2013,New Delhi,3,41,Female,No,1,0,498094
Masters,2017,New Delhi,2,40,Male,No,2,0,910921
Bachelors,2016,Bangalore,3,37,Male,No,2,0,579477
Masters,2013,New Delhi,3,40,Female,No,2,1,547133
Bachelors,2015,Bangalore,3,39,Male,No,5,0,691102
Masters,2015,Pune,2,33,Female,No,4,0,1071228
Bachelors,2012,Bangalore,3,36,Male,No,1,1,581155
Bachelors,2012,Bangalore,3,36,Male,No,5,0,449211
Bachelors,2015,Bangalore,3,38,Male,No,3,0,501830
Bachelors,2017,New Delhi,2,37,Female,No,5,0,892201
Masters,2017,New Delhi,3,34,Female,No,2,0,514265
Bachelors,2013,Bangalore,3,31,Male,No,2,1,474609
Bachelors,2013,Bangalore,3,38,Male,No,5,0,601005
Bachelors,2017,Bangalore,3,36,Male,No,3,0,466509
Bachelors,2012,Bangalore,3,40,Male,No,1,0,533826
Bachelors,2017,Bangalore,3,41,Male,No,5,1,616838
Bachelors,2015,Bangalore,3,31,Female,No,4,0,431230
Bachelors,2017,New Delhi,3,41,Male,No,2,0,689602
Bachelors,2015,New Delhi,3,31,Female,No,3,0,425809
Bachelors,2017,Pune,3,31,Female,No,0,1,625090
Bachelors,2017,New Delhi,2,37,Male,No,0,0,914980
Bachelors,2012,Pune,3,39,Male,No,0,0,569755
Bachelors,2014,Bangalore,3,38,Male,No,3,0,698920
Bachelors,2013,Pune,3,40,Female,No,2,1,642086
Bachelors,2013,Pune,3,36,Male,No,1,0,607583
Bachelors,2016,Bangalore,3,41,Male,No,3,0,470858
Bachelors,2018,Bangalore,3,32,Female,No,2,1,553368
Masters,2018,Bangalore,3,40,Female,No,3,1,517055
Bachelors,2012,Bangalore,3,39,Female,No,2,0,614767
Bachelors,2014,New Delhi,3,33,Male,No,3,0,508042
Bachelors,2012,Bangalore,3,32,Male,No,4,0,462635
Bachelors,2018,Bangalore,3,41,Male,No,5,1,588510
Bachelors,2016,Bangalore,3,36,Male,No,2,0,505913
Bachelors,2016,Bangalore,3,31,Male,No,0,0,608284
Bachelors,2014,Bangalore,3,37,Male,No,4,0,536533
Bachelors,2014,Bangalore,3,33,Male,No,5,1,454800
Masters,2018,Pune,3,31,Male,No,2,1,425961
Bachelors,2017,New Delhi,3,35,Female,No,5,0,513136
Bachelors,2015,Pune,1,32,Female,No,5,1,1373106
Masters,2017,New Delhi,3,41,Female,No,2,0,404338
Masters,2017,New Delhi,2,36,Female,No,1,0,984487
Masters,2017,Pune,3,35,Male,No,1,0,481786
Masters,2017,New Delhi,3,35,Male,No,1,1,620170
Bachelors,2015,New Delhi,3,33,Male,No,1,0,567865
Bachelors,2014,Bangalore,3,38,Female,No,4,0,418901
Bachelors,2015,New Delhi,2,33,Female,No,3,1,841848
Masters,2018,New Delhi,3,31,Female,Yes,2,1,629222
PHD,2015,Bangalore,3,31,Male,No,3,0,651761
Bachelors,2013,Bangalore,3,37,Male,No,5,0,613871
Bachelors,2014,Bangalore,3,32,Male,No,1,0,594138
Bachelors,2017,Bangalore,3,33,Male,No,3,0,647423
Bachelors,2014,Bangalore,3,37,Male,No,5,0,526192
Bachelors,2012,Bangalore,3,32,Male,No,3,0,550396
Bachelors,2015,Pune,3,40,Female,Yes,2,1,679203
Bachelors,2014,Pune,1,40,Female,No,1,1,1241508
Masters,2013,New Delhi,2,32,Male,No,2,1,1022768
Masters,2017,Bangalore,2,39,Female,No,2,1,955748
PHD,2016,New Delhi,3,41,Male,No,1,0,468814
PHD,2014,New Delhi,3,32,Female,No,0,0,624331
Bachelors,2017,Bangalore,3,38,Male,No,0,1,456677
Masters,2017,New Delhi,2,31,Female,Yes,2,0,1094749
Bachelors,2018,Bangalore,3,38,Male,Yes,3,1,516707
Bachelors,2016,Bangalore,3,32,Male,No,4,0,529464
Bachelors,2017,Pune,2,35,Female,No,5,1,1020845
Bachelors,2013,Bangalore,3,34,Male,No,5,0,519440
Bachelors,2018,Bangalore,3,38,Male,Yes,1,1,656625
Bachelors,2014,Pune,1,36,Female,No,1,1,1491705
Bachelors,2015,Bangalore,3,34,Female,Yes,2,0,610048
Masters,2015,New Delhi,3,39,Female,No,2,0,453405
Masters,2017,New Delhi,1,40,Female,No,0,0,1354513
Bachelors,2016,Bangalore,3,38,Male,Yes,1,0,573398
Bachelors,2015,Pune,3,35,Male,No,3,0,517925
Bachelors,2014,Pune,2,31,Male,No,3,1,1057154
Bachelors,2017,Pune,3,41,Male,No,2,0,467622
Bachelors,2017,Bangalore,3,35,Female,No,3,0,421808
Bachelors,2018,Bangalore,3,33,Male,No,5,1,571828
Bachelors,2017,New Delhi,2,33,Male,No,5,0,1058157
Bachelors,2016,New Delhi,3,31,Female,Yes,4,0,430359
Masters,2013,New Delhi,3,35,Male,No,4,0,403584
Bachelors,2016,Bangalore,3,37,Female,No,1,0,676280
Bachelors,2015,Bangalore,3,31,Male,No,5,0,419529
Bachelors,2012,Bangalore,3,35,Male,No,1,1,577301
Bachelors,2014,Bangalore,3,32,Male,No,3,0,665484
Bachelors,2015,Bangalore,3,32,Female,No,0,0,640674
Bachelors,2017,Bangalore,3,40,Female,No,5,0,518331
Bachelors,2012,Bangalore,3,34,Male,No,5,0,638953
Bachelors,2014,Pune,3,37,Male,No,4,0,526680
PHD,2015,Bangalore,3,40,Male,No,3,0,590448
Masters,2017,New Delhi,2,34,Female,No,2,1,866044
Bachelors,2015,Pune,2,32,Female,No,3,1,1015625
Bachelors,2013,Bangalore,3,33,Male,No,1,0,527579
Bachelors,2015,Bangalore,3,38,Male,No,3,1,439351
Masters,2017,New Delhi,2,41,Male,No,3,1,1004984
Masters,2017,New Delhi,1,36,Female,No,0,0,1423775
Bachelors,2016,Bangalore,3,33,Male,No,1,0,484451
Bachelors,2014,Pune,3,31,Male,No,5,0,486312
Bachelors,2013,Pune,2,34,Female,No,3,1,1024326
Bachelors,2017,Bangalore,3,31,Male,No,1,0,409849
Bachelors,2016,New Delhi,2,36,Female,No,4,1,816812
Bachelors,2013,Bangalore,3,38,Male,No,5,0,611097
Bachelors,2015,Pune,2,39,Female,Yes,1,1,961282
Bachelors,2014,Pune,3,31,Male,No,3,0,628740
Bachelors,2015,New Delhi,3,40,Male,No,3,1,439362
Bachelors,2013,Bangalore,3,39,Male,No,0,0,606327
Bachelors,2015,Bangalore,3,32,Female,No,4,0,490425
Bachelors,2014,Bangalore,3,34,Male,No,1,0,508715
Masters,2015,New Delhi,3,38,Male,No,1,0,612313
Bachelors,2014,Bangalore,1,39,Male,No,2,0,1307499
Bachelors,2014,Bangalore,3,39,Male,No,5,0,686006
Bachelors,2016,Bangalore,3,33,Male,No,1,0,455664
Bachelors,2018,Pune,2,34,Female,No,4,1,945083
Bachelors,2017,Pune,3,38,Male,Yes,1,0,549399
Masters,2017,New Delhi,2,33,Male,No,2,0,846422
Bachelors,2014,Bangalore,3,41,Male,No,5,0,437076
Masters,2017,Pune,1,39,Male,No,0,0,1411422
Masters,2013,Pune,3,39,Male,No,2,0,588590
Bachelors,2014,Bangalore,3,41,Male,No,5,0,649942
Bachelors,2012,Bangalore,3,40,Male,No,4,0,412357
Bachelors,2014,Bangalore,3,36,Male,No,0,0,461956
Bachelors,2015,Bangalore,3,34,Male,No,0,0,563532
Bachelors,2013,Bangalore,3,32,Male,No,5,1,469375
Bachelors,2015,Bangalore,3,31,Male,No,4,0,469623
Bachelors,2012,Bangalore,3,36,Male,Yes,0,0,435682
Masters,2017,Pune,2,35,Male,No,1,1,982075
Bachelors,2017,Bangalore,3,32,Male,No,2,0,647630
Bachelors,2017,Pune,3,33,Male,Yes,5,0,680339
Bachelors,2016,Bangalore,3,34,Male,No,2,0,467947
Bachelors,2017,Bangalore,3,39,Male,No,3,0,652841
Bachelors,2018,Bangalore,3,38,Male,No,0,1,608560
Bachelors,2012,Pune,2,35,Female,No,1,1,1020292
Bachelors,2015,Pune,2,40,Female,Yes,5,1,894901
Bachelors,2017,Pune,3,41,Male,No,3,0,450783
Bachelors,2016,Bangalore,1,33,Female,Yes,3,0,1239133
Masters,2017,New Delhi,1,40,Male,No,0,0,1226231
Bachelors,2018,Bangalore,3,33,Female,No,3,1,484818
Bachelors,2015,Bangalore,3,38,Male,No,1,1,616970
Masters,2017,Bangalore,2,32,Male,No,2,0,954759
Bachelors,2014,Pune,3,32,Male,Yes,2,0,503043
Bachelors,2015,New Delhi,3,32,Female,No,2,0,695691
Bachelors,2016,Pune,2,37,Female,No,2,1,1006793
Bachelors,2015,Bangalore,3,40,Male,No,5,0,451460
Bachelors,2016,Bangalore,3,38,Male,No,1,0,413203
PHD,2018,New Delhi,3,33,Female,No,4,1,436276
Masters,2017,New Delhi,2,40,Male,No,4,0,890547
Masters,2017,New Delhi,2,35,Male,No,2,0,811029
Bachelors,2016,Bangalore,3,33,Male,No,3,0,692172
Bachelors,2017,Bangalore,3,37,Male,No,4,0,442030
Bachelors,2013,Bangalore,3,38,Male,No,0,0,428664
Bachelors,2018,Bangalore,3,32,Male,No,2,1,587968
Bachelors,2017,Bangalore,3,40,Female,No,2,0,453716
Bachelors,2015,New Delhi,3,33,Female,No,2,0,663051
Bachelors,2016,Bangalore,3,38,Male,No,2,1,687217
Bachelors,2013,Bangalore,3,34,Male,No,5,0,402334
Bachelors,2017,New Delhi,3,38,Female,No,4,0,534973
Bachelors,2018,Pune,2,31,Female,No,3,1,810277
Bachelors,2014,Pune,3,32,Female,No,4,0,657084
Bachelors,2013,Bangalore,3,35,Male,Yes,1,0,600725
Bachelors,2014,Bangalore,3,35,Male,No,0,1,425566
Bachelors,2012,Bangalore,3,33,Female,No,4,0,537095
Bachelors,2012,New Delhi,3,41,Female,No,0,0,551185
Bachelors,2015,Pune,1,31,Female,No,3,1,1310856
Bachelors,2016,Bangalore,3,34,Male,No,3,0,584254
Masters,2017,New Delhi,2,40,Female,No,2,0,936836
Masters,2016,Bangalore,3,32,Male,No,1,1,605236
Bachelors,2012,Bangalore,3,36,Male,No,5,0,611105
Bachelors,2014,Pune,2,40,Female,No,3,1,985272
Bachelors,2012,Pune,3,31,Male,No,3,0,519135
Bachelors,2014,Bangalore,1,34,Female,No,5,0,1240605
Masters,2013,New Delhi,3,41,Female,Yes,2,1,663244
Masters,2017,New Delhi,2,32,Male,No,2,0,898839
Bachelors,2016,Bangalore,3,41,Male,No,2,0,586696
Masters,2014,New Delhi,3,33,Male,No,3,0,422147
Bachelors,2013,Bangalore,3,33,Female,No,0,1,413052
Bachelors,2013,Pune,3,39,Female,No,2,0,570190
Masters,2018,Pune,3,40,Male,No,2,1,613787
Bachelors,2017,New Delhi,3,34,Male,No,3,0,495345
Bachelors,2016,Pune,3,41,Male,Yes,5,0,680896
Bachelors,2015,Pune,3,37,Male,No,5,1,538571
Masters,2017,Bangalore,3,32,Female,No,4,1,568910
Bachelors,2017,Bangalore,3,41,Male,No,3,0,608223
Bachelors,2018,Bangalore,3,34,Female,Yes,2,1,547075
Masters,2017,Bangalore,3,38,Male,No,5,1,615405
Bachelors,2017,Bangalore,3,40,Female,No,3,0,502740
Masters,2017,Pune,3,35,Male,No,2,0,618911
Bachelors,2015,Pune,3,31,Male,No,1,0,442284
Bachelors,2016,Pune,3,39,Male,No,4,0,448962
Bachelors,2018,Bangalore,3,39,Male,No,1,1,453501
Bachelors,2018,Bangalore,3,32,Male,No,3,1,484782
Bachelors,2015,Bangalore,3,38,Male,No,5,0,686502
Bachelors,2015,Bangalore,3,35,Male,No,3,0,695503
Bachelors,2013,Bangalore,1,38,Male,No,4,0,1480159
Bachelors,2012,New Delhi,3,32,Male,No,1,1,589410
Bachelors,2014,Pune,2,37,Female,No,5,1,868033
Bachelors,2015,Pune,3,35,Male,No,0,0,469147
Bachelors,2017,Pune,3,41,Female,No,4,1,534898
Masters,2015,Bangalore,3,36,Male,No,0,0,490048
Bachelors,2017,Bangalore,3,35,Male,No,2,0,665045
Masters,2017,New Delhi,2,36,Male,No,2,1,968181
Masters,2017,Bangalore,1,34,Male,No,1,0,1213531
Bachelors,2015,Bangalore,3,36,Male,No,3,0,693060
Bachelors,2017,Pune,2,33,Male,No,3,0,818668
Masters,2018,New Delhi,3,38,Male,No,2,1,661058
PHD,2013,New Delhi,3,35,Female,Yes,3,1,691056
Bachelors,2015,New Delhi,2,37,Female,No,3,1,1064156
Bachelors,2017,Bangalore,3,31,Male,No,0,0,449550
Bachelors,2017,Pune,2,40,Female,No,2,1,885741
Bachelors,2015,Pune,3,32,Female,No,3,1,608964
Bachelors,2015,Bangalore,3,35,Male,Yes,2,0,534748
Bachelors,2012,Bangalore,3,38,Male,Yes,0,0,410650
Bachelors,2015,Pune,2,36,Female,No,0,1,969334
Masters,2015,Pune,3,36,Male,No,3,0,663791
Masters,2014,New Delhi,3,32,Female,No,5,0,557600
Bachelors,2018,Pune,2,37,Female,No,0,1,1014271
Bachelors,2018,Pune,3,35,Female,No,0,1,440967
Bachelors,2015,Pune,1,36,Female,No,4,1,1376102
Bachelors,2015,New Delhi,2,34,Female,No,5,1,1025161
Masters,2017,New Delhi,2,35,Female,No,0,0,919249
Masters,2017,New Delhi,2,38,Female,No,5,0,1012138
Bachelors,2015,Pune,2,39,Female,No,5,1,1013567
Bachelors,2012,Pune,2,32,Female,No,5,1,879293
Bachelors,2015,Bangalore,3,39,Male,No,2,0,617503
Bachelors,2015,Bangalore,3,39,Male,No,2,1,565943
Masters,2017,Pune,2,37,Male,No,2,0,966189
Bachelors,2015,Bangalore,3,32,Female,No,5,0,408681
Bachelors,2017,New Delhi,2,38,Male,No,0,0,1044788
Bachelors,2012,Pune,2,36,Female,No,5,1,1064267
Masters,2016,Bangalore,1,37,Male,No,2,1,1241011
Bachelors,2017,Pune,3,32,Male,No,4,0,501627
Masters,2017,New Delhi,3,37,Male,No,2,0,674973
Bachelors,2016,New Delhi,3,33,Male,No,2,0,533482
Bachelors,2016,Bangalore,3,39,Male,No,4,0,507435
Bachelors,2012,Bangalore,3,35,Male,No,1,1,427114
Masters,2015,Pune,3,39,Male,No,5,0,537780
Bachelors,2015,Bangalore,3,34,Male,No,0,0,520117
Masters,2017,New Delhi,2,33,Male,No,4,0,882726
Bachelors,2012,Bangalore,3,33,Male,No,1,0,472678
Bachelors,2015,New Delhi,3,31,Male,No,0,0,462914
PHD,2016,Pune,3,31,Female,No,4,0,577646
Bachelors,2015,Bangalore,3,37,Female,No,4,0,548734
Bachelors,2012,Bangalore,3,33,Male,No,0,0,614758
Bachelors,2017,Pune,3,31,Male,No,0,0,687520
Bachelors,2017,Bangalore,3,41,Female,No,2,0,500389
Masters,2017,Pune,2,39,Male,No,2,0,802655
Masters,2013,New Delhi,3,32,Male,No,2,0,444434
Bachelors,2016,Pune,3,37,Male,No,3,0,500044
Bachelors,2014,Bangalore,3,37,Male,No,1,0,518298
Bachelors,2017,Pune,2,34,Female,No,3,1,819752
Bachelors,2017,New Delhi,2,31,Male,No,2,0,906057
Bachelors,2014,Pune,2,34,Female,Yes,1,1,862143
Bachelors,2012,Bangalore,3,38,Female,No,5,0,644701
Bachelors,2013,Bangalore,3,37,Female,No,1,0,640845
Bachelors,2015,Pune,1,34,Female,No,3,1,1386981
Bachelors,2015,Bangalore,3,33,Male,No,2,0,604137
Bachelors,2016,Bangalore,3,37,Male,No,4,0,660475
Bachelors,2016,Bangalore,3,41,Male,No,4,0,532861
Bachelors,2012,Bangalore,1,38,Female,No,1,0,1279624
Bachelors,2016,Pune,3,40,Male,No,5,0,402413
Bachelors,2017,New Delhi,3,33,Female,No,1,1,437504
Bachelors,2016,New Delhi,3,33,Male,No,1,0,696128
Masters,2013,New Delhi,3,37,Male,Yes,2,0,581186
Bachelors,2017,New Delhi,2,36,Female,No,2,0,874334
Bachelors,2012,Bangalore,3,36,Female,No,5,0,511584
Bachelors,2015,Bangalore,3,41,Male,No,1,0,682043
Masters,2014,New Delhi,3,40,Male,No,5,0,659982
Bachelors,2016,Bangalore,3,36,Female,No,0,0,517695
Masters,2017,Bangalore,2,41,Male,Yes,2,1,948218
Bachelors,2015,Pune,3,33,Male,No,5,0,680361
Masters,2017,New Delhi,2,37,Female,No,2,0,935304
Bachelors,2017,New Delhi,2,33,Male,No,0,0,1047155
Bachelors,2014,Bangalore,3,40,Female,No,4,0,551355
Masters,2018,New Delhi,3,36,Male,No,2,1,448941
Bachelors,2018,Bangalore,3,40,Male,Yes,3,1,668957
Masters,2018,Bangalore,3,40,Male,No,2,1,542419
Bachelors,2014,Bangalore,3,34,Male,No,3,0,616916
Bachelors,2012,Pune,3,39,Male,No,5,0,415869
Bachelors,2017,Pune,2,33,Male,No,1,1,823396
Bachelors,2016,Bangalore,3,37,Male,No,2,0,675011
Bachelors,2012,New Delhi,3,40,Male,No,3,0,533605
Bachelors,2018,Bangalore,3,38,Male,No,1,1,660312
Bachelors,2016,Bangalore,3,40,Male,Yes,1,0,644592
Bachelors,2014,New Delhi,3,38,Female,No,0,0,657163
Bachelors,2016,Bangalore,3,34,Male,Yes,1,0,517813
Masters,2016,New Delhi,3,37,Female,No,3,1,595025
Bachelors,2015,Bangalore,3,40,Male,No,5,0,433595
Bachelors,2015,New Delhi,3,40,Female,No,1,0,437548
Masters,2016,Bangalore,3,37,Male,No,2,1,679870
Bachelors,2016,Pune,2,37,Female,No,3,1,929182
Bachelors,2013,Pune,3,32,Male,No,1,0,505590
Masters,2017,New Delhi,1,35,Male,No,5,0,1386516
Bachelors,2016,Bangalore,1,38,Male,No,3,0,1286046
Bachelors,2017,Pune,3,34,Female,No,1,0,536413
Bachelors,2014,Bangalore,3,32,Male,No,2,1,565030
Bachelors,2013,Bangalore,3,37,Male,No,5,0,623367
Bachelors,2017,New Delhi,2,37,Male,No,4,0,1027409
Bachelors,2014,Bangalore,3,35,Male,No,2,0,563062
Bachelors,2016,Bangalore,3,40,Male,No,0,0,670676
Bachelors,2012,Bangalore,3,40,Male,Yes,2,0,631567
Bachelors,2015,Bangalore,3,39,Female,No,3,1,415434
Masters,2013,New Delhi,3,41,Female,No,2,0,630348
Bachelors,2015,Bangalore,3,34,Female,No,4,0,458183
Bachelors,2012,New Delhi,3,34,Female,No,4,0,414247
Bachelors,2013,Pune,2,36,Male,No,2,1,804757
Masters,2016,New Delhi,3,39,Female,No,1,0,505303
Bachelors,2014,New Delhi,3,41,Male,No,5,0,629778
Bachelors,2015,Bangalore,3,40,Male,No,0,0,403063
Bachelors,2017,Bangalore,3,34,Female,No,5,0,418815
Bachelors,2013,Bangalore,3,31,Male,No,2,0,611683
Bachelors,2012,Pune,3,40,Male,No,3,0,627298
Bachelors,2013,Pune,3,32,Male,No,5,0,627197
Bachelors,2018,Pune,3,38,Male,No,3,1,688473
Bachelors,2016,Bangalore,3,40,Male,No,3,0,514059
PHD,2013,Bangalore,3,41,Male,No,4,0,543760
Bachelors,2014,Bangalore,3,36,Female,No,0,0,468815
Bachelors,2015,Pune,2,33,Female,Yes,3,1,916796
Bachelors,2016,New Delhi,3,37,Male,No,3,0,595126
Bachelors,2015,Pune,3,38,Male,No,4,0,670241
Bachelors,2017,Bangalore,3,32,Male,No,4,0,417506
Bachelors,2017,Pune,3,33,Male,No,1,0,572304
Bachelors,2015,Bangalore,3,38,Male,No,5,0,574981
Bachelors,2015,Pune,3,40,Female,No,5,1,639231
Bachelors,2014,Bangalore,3,35,Male,Yes,0,0,691501
Masters,2016,New Delhi,3,37,Female,No,5,0,499538
Bachelors,2016,Bangalore,3,37,Male,Yes,2,0,619224
Bachelors,2015,Bangalore,3,36,Male,No,2,0,439863
Bachelors,2017,Bangalore,3,33,Female,No,4,1,575124
Bachelors,2014,Pune,2,36,Female,No,3,1,1012213
Bachelors,2016,Pune,3,32,Male,No,3,0,601646
Bachelors,2017,Bangalore,3,35,Female,No,1,1,426926
Bachelors,2014,Pune,2,34,Female,No,2,1,991391
Masters,2017,Pune,2,40,Male,No,5,0,1019663
Bachelors,2016,Bangalore,3,37,Female,No,4,0,551329
Bachelors,2015,Bangalore,1,36,Male,No,1,0,1287493
Bachelors,2012,Pune,3,41,Female,No,1,0,553492
Bachelors,2016,Pune,3,36,Male,No,0,0,431915
Bachelors,2017,Bangalore,3,31,Female,No,2,0,483536
Bachelors,2017,Pune,3,31,Male,No,3,0,507620
Bachelors,2014,Pune,3,33,Male,No,2,0,418534
Bachelors,2017,Bangalore,3,35,Male,Yes,0,0,659665
PHD,2016,New Delhi,3,34,Male,No,1,0,605629
Bachelors,2014,Bangalore,3,39,Female,No,4,0,697002
Masters,2015,Bangalore,3,31,Male,No,1,1,549570
Bachelors,2015,Pune,3,32,Female,No,0,1,680045
Bachelors,2017,Bangalore,3,33,Male,No,0,1,522187
Bachelors,2014,Bangalore,3,34,Male,Yes,1,0,693309
Masters,2014,Pune,3,39,Male,No,2,0,484630
Bachelors,2017,New Delhi,2,41,Female,No,2,1,832853
Bachelors,2017,New Delhi,2,34,Male,No,2,0,951034
Bachelors,2013,Bangalore,3,36,Female,No,5,0,418755
Bachelors,2015,Pune,2,39,Female,No,5,1,947942
Bachelors,2012,Pune,3,37,Male,No,5,0,518931
Bachelors,2016,Bangalore,3,36,Male,No,4,0,610157
Bachelors,2014,New Delhi,3,38,Female,No,1,0,576016
Bachelors,2017,Bangalore,3,38,Female,No,3,0,570405
Masters,2016,New Delhi,3,37,Female,No,2,1,685553
Bachelors,2012,Bangalore,3,34,Male,No,2,0,620078
Bachelors,2015,Bangalore,3,31,Male,No,2,0,456517
Bachelors,2015,Pune,2,32,Female,No,2,1,826845
Masters,2018,New Delhi,3,35,Male,No,2,1,530979
Bachelors,2017,Bangalore,3,31,Male,Yes,2,0,431619
Bachelors,2015,Bangalore,1,32,Male,Yes,0,1,1379278
Bachelors,2015,Bangalore,3,31,Female,No,5,0,485112
Bachelors,2018,Bangalore,3,37,Male,No,5,1,499987
PHD,2018,New Delhi,3,40,Male,No,3,1,594627
Bachelors,2015,Bangalore,1,41,Male,No,1,0,1395866
Bachelors,2017,Pune,3,34,Male,No,5,0,457706
Bachelors,2014,Bangalore,3,36,Male,Yes,3,0,633643
Bachelors,2013,Pune,3,35,Male,No,1,0,408813
Masters,2017,New Delhi,3,38,Female,No,3,0,595441
Bachelors,2017,Bangalore,3,33,Male,No,1,0,644028
Bachelors,2014,Bangalore,3,38,Female,No,2,0,566677
Bachelors,2018,Bangalore,3,38,Male,No,1,1,654303
Bachelors,2017,Pune,2,40,Male,No,4,0,1075196
Bachelors,2013,New Delhi,3,39,Male,No,5,0,613539
Bachelors,2014,New Delhi,3,33,Female,No,4,0,472240
Bachelors,2015,Pune,3,32,Female,No,3,1,412880
Bachelors,2013,Bangalore,3,39,Male,No,2,0,441161
Bachelors,2015,Bangalore,3,38,Female,No,4,0,536690
Bachelors,2013,Bangalore,3,38,Male,No,2,0,523814
Bachelors,2017,Bangalore,3,35,Male,No,0,0,694164
Bachelors,2017,Pune,3,31,Female,No,0,1,676006
Bachelors,2017,Bangalore,3,41,Male,No,5,0,538636
Bachelors,2013,New Delhi,3,38,Female,No,4,1,423481
Bachelors,2016,Bangalore,3,40,Male,Yes,1,0,669784
Bachelors,2018,Bangalore,3,36,Female,No,2,1,463629
PHD,2013,New Delhi,3,36,Male,No,3,1,568144
Bachelors,2014,Pune,3,41,Male,No,4,0,427529
